Loaded model from: checkpoints\lr1e-4_ent0.01\lr1e-4_ent0.01_final.pt
[subdiv=2] Ep   682 | Opp vs_random | Ret   41.60 | AvgRet   61.48 | WinRate 0.544 | Loss 3.7255 | VLoss 7.1841 | Ent 3.7050 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   683 | Opp vs_random | Ret   59.20 | AvgRet   61.27 | WinRate 0.545 | Loss 5.1155 | VLoss 10.5134 | Ent 3.7755 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   684 | Opp vs_random | Ret   59.90 | AvgRet   61.37 | WinRate 0.545 | Loss 9.7199 | VLoss 18.3504 | Ent 3.5022 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   685 | Opp vs_random | Ret   62.50 | AvgRet   61.36 | WinRate 0.545 | Loss 5.0322 | VLoss 10.3126 | Ent 3.4288 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   686 | Opp vs_random | Ret   77.90 | AvgRet   61.53 | WinRate 0.545 | Loss 6.4459 | VLoss 13.3771 | Ent 3.7488 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   687 | Opp self_play | Ret   71.60 | AvgRet   61.14 | WinRate 0.546 | Loss 9.4005 | VLoss 18.0788 | Ent 3.2688 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   688 | Opp vs_random | Ret    3.70 | AvgRet   60.98 | WinRate 0.547 | Loss 7.4742 | VLoss 14.4542 | Ent 3.6677 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   689 | Opp vs_random | Ret   63.70 | AvgRet   60.87 | WinRate 0.547 | Loss 6.9255 | VLoss 13.3128 | Ent 3.4238 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   690 | Opp vs_random | Ret   81.50 | AvgRet   61.95 | WinRate 0.548 | Loss 10.0607 | VLoss 20.2550 | Ent 3.5490 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   691 | Opp vs_random | Ret   77.90 | AvgRet   62.20 | WinRate 0.548 | Loss 52.3761 | VLoss 104.9285 | Ent 3.2561 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   692 | Opp vs_random | Ret   71.30 | AvgRet   62.07 | WinRate 0.549 | Loss 4.1294 | VLoss 7.2186 | Ent 3.4516 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   693 | Opp vs_random | Ret   74.20 | AvgRet   62.12 | WinRate 0.550 | Loss 4.4657 | VLoss 8.8057 | Ent 3.5141 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   694 | Opp self_play | Ret   83.70 | AvgRet   62.31 | WinRate 0.550 | Loss 13.0112 | VLoss 26.0815 | Ent 3.3448 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   695 | Opp self_play | Ret   60.00 | AvgRet   62.08 | WinRate 0.550 | Loss 6.9300 | VLoss 13.1180 | Ent 3.4354 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   696 | Opp vs_random | Ret   58.00 | AvgRet   61.69 | WinRate 0.550 | Loss 4.3320 | VLoss 8.0922 | Ent 3.5902 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   697 | Opp vs_random | Ret   52.30 | AvgRet   61.43 | WinRate 0.551 | Loss 8.6617 | VLoss 17.8366 | Ent 3.8096 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   698 | Opp vs_random | Ret   57.60 | AvgRet   61.10 | WinRate 0.550 | Loss 7.7475 | VLoss 14.4200 | Ent 2.6745 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   699 | Opp vs_random | Ret   74.70 | AvgRet   61.32 | WinRate 0.549 | Loss 19.5093 | VLoss 38.2082 | Ent 3.0326 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   700 | Opp self_play | Ret   68.10 | AvgRet   62.53 | WinRate 0.549 | Loss 6.8355 | VLoss 13.7923 | Ent 3.4468 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   701 | Opp vs_random | Ret   84.30 | AvgRet   62.54 | WinRate 0.548 | Loss 5.5670 | VLoss 11.2632 | Ent 2.9945 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   702 | Opp vs_random | Ret   52.20 | AvgRet   62.30 | WinRate 0.547 | Loss 4.5842 | VLoss 9.6390 | Ent 3.0239 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   703 | Opp vs_random | Ret   29.70 | AvgRet   61.16 | WinRate 0.546 | Loss 16.7586 | VLoss 34.0437 | Ent 3.5226 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   704 | Opp vs_random | Ret   55.70 | AvgRet   61.33 | WinRate 0.547 | Loss 15.7984 | VLoss 31.7977 | Ent 3.7228 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   705 | Opp vs_random | Ret   68.50 | AvgRet   61.02 | WinRate 0.546 | Loss 4.4753 | VLoss 8.8637 | Ent 3.4946 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   706 | Opp vs_random | Ret   80.70 | AvgRet   61.82 | WinRate 0.547 | Loss 6.8754 | VLoss 12.9757 | Ent 3.4874 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   707 | Opp self_play | Ret   51.50 | AvgRet   61.84 | WinRate 0.547 | Loss 4.4326 | VLoss 9.0741 | Ent 3.6294 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   708 | Opp vs_random | Ret   92.80 | AvgRet   62.51 | WinRate 0.548 | Loss 10.8393 | VLoss 22.0594 | Ent 3.5876 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   709 | Opp self_play | Ret   72.70 | AvgRet   62.52 | WinRate 0.549 | Loss 12.0144 | VLoss 24.9420 | Ent 3.6457 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   710 | Opp self_play | Ret   19.50 | AvgRet   62.21 | WinRate 0.548 | Loss 9.1882 | VLoss 18.7588 | Ent 3.6457 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   711 | Opp vs_random | Ret   12.80 | AvgRet   60.97 | WinRate 0.549 | Loss 7.0425 | VLoss 13.6826 | Ent 3.6094 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   712 | Opp self_play | Ret   80.20 | AvgRet   61.14 | WinRate 0.549 | Loss 10.1241 | VLoss 20.8119 | Ent 3.2498 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   713 | Opp vs_random | Ret   68.10 | AvgRet   61.29 | WinRate 0.548 | Loss 7.6433 | VLoss 15.9307 | Ent 3.4039 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   714 | Opp vs_random | Ret   64.00 | AvgRet   60.92 | WinRate 0.549 | Loss 7.4279 | VLoss 15.7308 | Ent 3.4746 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   715 | Opp vs_random | Ret   47.40 | AvgRet   60.67 | WinRate 0.548 | Loss 3.2318 | VLoss 7.1028 | Ent 3.3797 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   716 | Opp vs_random | Ret   55.00 | AvgRet   61.00 | WinRate 0.547 | Loss 2.8180 | VLoss 6.1882 | Ent 3.5483 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   717 | Opp vs_random | Ret   55.60 | AvgRet   60.96 | WinRate 0.548 | Loss 8.4415 | VLoss 16.5107 | Ent 3.6903 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   718 | Opp self_play | Ret   60.60 | AvgRet   60.97 | WinRate 0.549 | Loss 6.0985 | VLoss 12.4112 | Ent 3.2652 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   719 | Opp self_play | Ret   -0.70 | AvgRet   59.26 | WinRate 0.548 | Loss 15.0437 | VLoss 30.7890 | Ent 3.7551 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   720 | Opp vs_random | Ret   57.60 | AvgRet   59.73 | WinRate 0.549 | Loss 4.6988 | VLoss 9.5672 | Ent 3.6039 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   721 | Opp vs_random | Ret   52.30 | AvgRet   59.49 | WinRate 0.549 | Loss 10.4730 | VLoss 20.4295 | Ent 3.5627 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   722 | Opp self_play | Ret   50.40 | AvgRet   59.23 | WinRate 0.550 | Loss 7.4909 | VLoss 15.5268 | Ent 3.6245 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   723 | Opp self_play | Ret   73.90 | AvgRet   59.22 | WinRate 0.549 | Loss 21.0223 | VLoss 40.9824 | Ent 3.2266 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   724 | Opp vs_random | Ret  -17.20 | AvgRet   57.70 | WinRate 0.548 | Loss 7.7001 | VLoss 16.0783 | Ent 3.7853 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   725 | Opp self_play | Ret   72.20 | AvgRet   57.77 | WinRate 0.548 | Loss 8.2482 | VLoss 17.0588 | Ent 3.5351 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   726 | Opp vs_random | Ret   66.60 | AvgRet   57.63 | WinRate 0.547 | Loss 6.5455 | VLoss 14.1918 | Ent 3.7304 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   727 | Opp vs_random | Ret   81.70 | AvgRet   58.41 | WinRate 0.546 | Loss 3.3754 | VLoss 7.0904 | Ent 3.5306 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   728 | Opp vs_random | Ret   66.60 | AvgRet   58.58 | WinRate 0.545 | Loss 11.4590 | VLoss 23.6243 | Ent 3.4772 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   729 | Opp vs_random | Ret   22.50 | AvgRet   57.72 | WinRate 0.546 | Loss 30.2317 | VLoss 60.2771 | Ent 3.7106 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   730 | Opp vs_random | Ret   59.40 | AvgRet   57.92 | WinRate 0.545 | Loss 3.4201 | VLoss 5.9771 | Ent 3.3300 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   731 | Opp vs_random | Ret   38.90 | AvgRet   57.50 | WinRate 0.546 | Loss 12.8914 | VLoss 26.0382 | Ent 3.6784 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   732 | Opp self_play | Ret   63.00 | AvgRet   57.93 | WinRate 0.546 | Loss 8.8595 | VLoss 18.3126 | Ent 3.6262 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   733 | Opp vs_random | Ret   78.50 | AvgRet   58.31 | WinRate 0.547 | Loss 7.3742 | VLoss 14.1637 | Ent 3.4757 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   734 | Opp vs_random | Ret   36.50 | AvgRet   57.84 | WinRate 0.548 | Loss 7.7511 | VLoss 15.6648 | Ent 3.7134 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   735 | Opp vs_random | Ret   62.80 | AvgRet   57.85 | WinRate 0.547 | Loss 8.8062 | VLoss 18.0908 | Ent 3.6964 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   736 | Opp vs_random | Ret   65.20 | AvgRet   57.60 | WinRate 0.548 | Loss 12.2660 | VLoss 23.9702 | Ent 3.5867 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   737 | Opp vs_random | Ret   58.30 | AvgRet   57.33 | WinRate 0.548 | Loss 5.6781 | VLoss 10.8270 | Ent 3.6219 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   738 | Opp vs_random | Ret   68.60 | AvgRet   58.63 | WinRate 0.549 | Loss 6.6940 | VLoss 13.0782 | Ent 3.5415 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   739 | Opp self_play | Ret  -46.00 | AvgRet   56.43 | WinRate 0.548 | Loss 16.0256 | VLoss 32.6650 | Ent 3.7826 | EntCoef 0.00000 | Winner: None
[subdiv=2] Ep   740 | Opp vs_random | Ret   84.00 | AvgRet   56.48 | WinRate 0.549 | Loss 10.7978 | VLoss 21.2454 | Ent 3.5074 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   741 | Opp vs_random | Ret   58.40 | AvgRet   56.09 | WinRate 0.549 | Loss 7.3127 | VLoss 14.7240 | Ent 3.6725 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   742 | Opp vs_random | Ret   73.60 | AvgRet   56.14 | WinRate 0.549 | Loss 4.8125 | VLoss 8.6601 | Ent 2.8588 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   743 | Opp vs_random | Ret   56.80 | AvgRet   55.79 | WinRate 0.548 | Loss 1.6712 | VLoss 3.1708 | Ent 3.6073 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   744 | Opp vs_random | Ret   75.50 | AvgRet   55.63 | WinRate 0.548 | Loss 5.4341 | VLoss 10.4870 | Ent 3.5774 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   745 | Opp self_play | Ret   71.80 | AvgRet   55.86 | WinRate 0.548 | Loss 5.1425 | VLoss 10.2172 | Ent 3.5522 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   746 | Opp vs_random | Ret   75.70 | AvgRet   56.22 | WinRate 0.547 | Loss 9.2101 | VLoss 18.2345 | Ent 3.4847 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   747 | Opp vs_random | Ret   69.00 | AvgRet   56.55 | WinRate 0.546 | Loss 1.0194 | VLoss 1.7636 | Ent 3.4282 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   748 | Opp self_play | Ret   83.90 | AvgRet   57.08 | WinRate 0.545 | Loss 22.3791 | VLoss 44.0333 | Ent 3.2230 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   749 | Opp vs_random | Ret   92.30 | AvgRet   57.43 | WinRate 0.545 | Loss 8.4058 | VLoss 17.5896 | Ent 3.2887 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   750 | Opp vs_random | Ret   77.00 | AvgRet   57.61 | WinRate 0.544 | Loss 5.7323 | VLoss 10.6438 | Ent 2.8428 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   751 | Opp vs_random | Ret   75.00 | AvgRet   57.42 | WinRate 0.543 | Loss 3.2289 | VLoss 6.3578 | Ent 3.1362 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   752 | Opp vs_random | Ret  -12.50 | AvgRet   56.13 | WinRate 0.543 | Loss 16.6708 | VLoss 33.6136 | Ent 3.7157 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   753 | Opp self_play | Ret   58.90 | AvgRet   56.71 | WinRate 0.542 | Loss 9.0848 | VLoss 17.3993 | Ent 3.2428 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   754 | Opp vs_random | Ret   75.40 | AvgRet   57.11 | WinRate 0.541 | Loss 8.9590 | VLoss 16.7972 | Ent 2.9776 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   755 | Opp self_play | Ret   70.20 | AvgRet   57.14 | WinRate 0.540 | Loss 8.7037 | VLoss 16.4882 | Ent 3.3088 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   756 | Opp vs_random | Ret   88.10 | AvgRet   57.29 | WinRate 0.541 | Loss 37.5950 | VLoss 74.3843 | Ent 3.3559 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   757 | Opp self_play | Ret   57.10 | AvgRet   57.40 | WinRate 0.540 | Loss 8.7350 | VLoss 16.9140 | Ent 3.3360 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   758 | Opp vs_random | Ret   71.90 | AvgRet   56.98 | WinRate 0.541 | Loss 7.5966 | VLoss 14.5676 | Ent 3.3872 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   759 | Opp self_play | Ret   43.80 | AvgRet   56.40 | WinRate 0.542 | Loss 8.5442 | VLoss 17.7949 | Ent 3.7461 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   760 | Opp vs_random | Ret   54.50 | AvgRet   57.10 | WinRate 0.542 | Loss 4.7903 | VLoss 8.9690 | Ent 3.5364 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   761 | Opp self_play | Ret   82.30 | AvgRet   58.49 | WinRate 0.543 | Loss 6.6779 | VLoss 13.8820 | Ent 3.3900 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   762 | Opp vs_random | Ret   90.80 | AvgRet   58.71 | WinRate 0.543 | Loss 17.7871 | VLoss 36.1160 | Ent 3.3823 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   763 | Opp self_play | Ret   64.10 | AvgRet   58.63 | WinRate 0.543 | Loss 6.3199 | VLoss 12.4651 | Ent 3.3866 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   764 | Opp self_play | Ret   80.40 | AvgRet   58.95 | WinRate 0.542 | Loss 8.5445 | VLoss 17.6248 | Ent 3.6768 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   765 | Opp vs_random | Ret   66.70 | AvgRet   59.34 | WinRate 0.542 | Loss 4.9467 | VLoss 9.1211 | Ent 3.5932 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   766 | Opp vs_random | Ret   87.30 | AvgRet   59.99 | WinRate 0.542 | Loss 6.1080 | VLoss 11.7606 | Ent 3.1510 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   767 | Opp vs_random | Ret   60.60 | AvgRet   60.09 | WinRate 0.542 | Loss 15.6182 | VLoss 30.6413 | Ent 3.5566 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   768 | Opp vs_random | Ret   73.70 | AvgRet   60.35 | WinRate 0.542 | Loss 4.2056 | VLoss 8.9648 | Ent 3.4754 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   769 | Opp self_play | Ret   76.20 | AvgRet   61.89 | WinRate 0.542 | Loss 6.0834 | VLoss 12.0002 | Ent 3.3834 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   770 | Opp self_play | Ret   51.30 | AvgRet   61.76 | WinRate 0.543 | Loss 7.4509 | VLoss 15.0558 | Ent 3.5474 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   771 | Opp self_play | Ret   51.80 | AvgRet   61.75 | WinRate 0.543 | Loss 5.0458 | VLoss 10.4649 | Ent 3.6936 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   772 | Opp vs_random | Ret   29.00 | AvgRet   61.32 | WinRate 0.543 | Loss 6.4337 | VLoss 13.5707 | Ent 3.6179 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   773 | Opp vs_random | Ret   63.10 | AvgRet   61.11 | WinRate 0.543 | Loss 10.0184 | VLoss 19.0592 | Ent 3.2368 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   774 | Opp vs_random | Ret   84.40 | AvgRet   63.14 | WinRate 0.543 | Loss 1.7514 | VLoss 2.5993 | Ent 2.7276 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   775 | Opp vs_random | Ret   72.40 | AvgRet   63.14 | WinRate 0.542 | Loss 14.2279 | VLoss 27.4996 | Ent 2.5331 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   776 | Opp self_play | Ret   16.40 | AvgRet   62.14 | WinRate 0.543 | Loss 12.8462 | VLoss 25.9828 | Ent 3.6254 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   777 | Opp self_play | Ret   61.80 | AvgRet   61.74 | WinRate 0.543 | Loss 9.7093 | VLoss 18.7741 | Ent 3.3892 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   778 | Opp vs_random | Ret   17.70 | AvgRet   60.76 | WinRate 0.542 | Loss 28.0525 | VLoss 55.8126 | Ent 3.7016 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   779 | Opp vs_random | Ret   16.80 | AvgRet   60.65 | WinRate 0.542 | Loss 10.6828 | VLoss 20.7834 | Ent 3.6330 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   780 | Opp vs_random | Ret   67.60 | AvgRet   60.81 | WinRate 0.542 | Loss 3.1527 | VLoss 5.8565 | Ent 3.4776 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   781 | Opp vs_random | Ret   61.00 | AvgRet   61.25 | WinRate 0.542 | Loss 54.0581 | VLoss 107.3035 | Ent 2.7538 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   782 | Opp vs_random | Ret   81.30 | AvgRet   61.62 | WinRate 0.542 | Loss 9.9290 | VLoss 19.5665 | Ent 3.3871 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   783 | Opp vs_random | Ret   40.00 | AvgRet   60.85 | WinRate 0.543 | Loss 14.2060 | VLoss 28.3844 | Ent 3.6762 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   784 | Opp vs_random | Ret   69.90 | AvgRet   61.52 | WinRate 0.543 | Loss 7.4695 | VLoss 14.8212 | Ent 3.5430 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   785 | Opp vs_random | Ret   80.20 | AvgRet   61.87 | WinRate 0.543 | Loss 8.7004 | VLoss 17.0781 | Ent 3.2331 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   786 | Opp vs_random | Ret   45.00 | AvgRet   61.46 | WinRate 0.543 | Loss 9.9423 | VLoss 19.0518 | Ent 3.5659 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   787 | Opp vs_random | Ret   75.70 | AvgRet   61.81 | WinRate 0.544 | Loss 9.6036 | VLoss 18.4458 | Ent 3.4056 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   788 | Opp vs_random | Ret   78.40 | AvgRet   62.01 | WinRate 0.544 | Loss 11.4674 | VLoss 22.7334 | Ent 3.5930 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   789 | Opp vs_random | Ret   80.00 | AvgRet   64.53 | WinRate 0.544 | Loss 1.7085 | VLoss 3.6851 | Ent 3.3173 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   790 | Opp vs_random | Ret   74.40 | AvgRet   64.33 | WinRate 0.544 | Loss 3.8875 | VLoss 7.6681 | Ent 3.7142 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   791 | Opp vs_random | Ret   52.20 | AvgRet   64.21 | WinRate 0.545 | Loss 7.0574 | VLoss 13.3790 | Ent 3.5873 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   792 | Opp self_play | Ret   -8.30 | AvgRet   62.57 | WinRate 0.544 | Loss 10.6028 | VLoss 21.6465 | Ent 3.6611 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   793 | Opp vs_random | Ret   77.40 | AvgRet   62.98 | WinRate 0.545 | Loss 3.9798 | VLoss 7.4467 | Ent 3.6509 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   794 | Opp vs_random | Ret   81.30 | AvgRet   63.10 | WinRate 0.545 | Loss 14.9581 | VLoss 28.7560 | Ent 3.3251 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   795 | Opp self_play | Ret   72.20 | AvgRet   63.11 | WinRate 0.546 | Loss 5.8646 | VLoss 12.1583 | Ent 3.3870 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   796 | Opp vs_random | Ret   74.90 | AvgRet   63.09 | WinRate 0.545 | Loss 1.7948 | VLoss 3.5595 | Ent 2.9794 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   797 | Opp vs_random | Ret   -4.90 | AvgRet   61.61 | WinRate 0.545 | Loss 26.5944 | VLoss 53.8146 | Ent 3.8640 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   798 | Opp self_play | Ret   72.70 | AvgRet   61.39 | WinRate 0.545 | Loss 5.7286 | VLoss 11.4477 | Ent 3.5140 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   799 | Opp self_play | Ret   63.70 | AvgRet   60.82 | WinRate 0.546 | Loss 3.8357 | VLoss 7.6320 | Ent 3.4876 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   800 | Opp vs_random | Ret   82.20 | AvgRet   60.92 | WinRate 0.545 | Loss 2.9298 | VLoss 5.5098 | Ent 2.7765 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   801 | Opp vs_random | Ret   84.30 | AvgRet   61.11 | WinRate 0.544 | Loss 5.2509 | VLoss 10.0462 | Ent 2.9102 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   802 | Opp vs_random | Ret   46.90 | AvgRet   62.30 | WinRate 0.545 | Loss 11.3447 | VLoss 21.8268 | Ent 3.4571 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   803 | Opp vs_random | Ret   69.00 | AvgRet   62.50 | WinRate 0.544 | Loss 4.0732 | VLoss 8.1383 | Ent 3.4601 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   804 | Opp vs_random | Ret   51.10 | AvgRet   62.01 | WinRate 0.544 | Loss 4.9426 | VLoss 10.4752 | Ent 3.7072 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   805 | Opp vs_random | Ret   20.30 | AvgRet   61.01 | WinRate 0.544 | Loss 4.2974 | VLoss 8.1648 | Ent 3.6080 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   806 | Opp vs_random | Ret   73.80 | AvgRet   60.73 | WinRate 0.545 | Loss 12.6304 | VLoss 25.7273 | Ent 3.6307 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   807 | Opp vs_random | Ret   72.90 | AvgRet   61.04 | WinRate 0.545 | Loss 12.9354 | VLoss 24.7962 | Ent 3.4367 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   808 | Opp self_play | Ret   48.40 | AvgRet   60.57 | WinRate 0.545 | Loss 4.4782 | VLoss 8.8793 | Ent 3.4642 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   809 | Opp self_play | Ret   66.10 | AvgRet   61.02 | WinRate 0.545 | Loss 3.1681 | VLoss 6.6079 | Ent 3.3209 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   810 | Opp vs_random | Ret   61.40 | AvgRet   61.16 | WinRate 0.546 | Loss 7.5172 | VLoss 14.7191 | Ent 3.5159 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   811 | Opp self_play | Ret   16.30 | AvgRet   59.84 | WinRate 0.545 | Loss 9.2442 | VLoss 18.0405 | Ent 3.5416 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   812 | Opp vs_random | Ret   90.40 | AvgRet   59.83 | WinRate 0.546 | Loss 35.3879 | VLoss 70.2822 | Ent 3.4667 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   813 | Opp self_play | Ret   58.10 | AvgRet   59.71 | WinRate 0.546 | Loss 8.5839 | VLoss 17.7547 | Ent 3.4579 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   814 | Opp vs_random | Ret   80.20 | AvgRet   59.71 | WinRate 0.545 | Loss 2.5944 | VLoss 4.4707 | Ent 2.8318 | EntCoef 0.00000 | Winner: 1
[subdiv=2] Ep   815 | Opp vs_random | Ret   46.90 | AvgRet   59.31 | WinRate 0.546 | Loss 8.7640 | VLoss 17.7100 | Ent 3.6734 | EntCoef 0.00000 | Winner: 0
[subdiv=2] Ep   816 | Opp vs_random | Ret   39.20 | AvgRet   58.35 | WinRate 0.547 | Loss 10.3565 | VLoss 20.2770 | Ent 3.6115 | EntCoef 0.00000 | Winner: 0
